event_id,event_time,session_id,customer_id,event_type,product_id,detail,device,variant
E022801,2026-03-30T17:43:43,S004060,,purchase,P056,61000,mobile,
E022802,2026-03-30T17:48:00,S004061,,session_start,,sns,mobile,
E022803,2026-03-30T17:48:09,S004061,,search,,오버핏 코트|12,mobile,
E022804,2026-03-30T17:48:20,S004061,,view_category,,bottom,mobile,
E022805,2026-03-30T17:48:36,S004061,,view_item,P060,,mobile,
E022806,2026-03-30T17:49:05,S004061,,view_item,P045,,mobile,
E022807,2026-03-30T17:49:19,S004061,,view_item,P044,,mobile,
E022808,2026-03-30T17:49:45,S004061,,view_item,P057,,mobile,
E022809,2026-03-30T15:51:00,S004062,C0110,session_start,,sns,app,
E022810,2026-03-30T15:51:27,S004062,C0110,search,,여름 하객룩|7,app,
E022811,2026-03-30T15:51:52,S004062,C0110,view_category,,bottom,app,
E022812,2026-03-30T15:52:40,S004062,C0110,view_item,P049,,app,
E022813,2026-03-30T15:54:03,S004062,C0110,view_item,P059,,app,
E022814,2026-03-30T15:55:01,S004062,C0110,view_item,P050,,app,
E022815,2026-03-30T10:13:00,S004063,C0151,session_start,,direct,app,
E022816,2026-03-30T10:13:32,S004063,C0151,search,,바라클라바|0,app,
E022817,2026-03-30T10:13:41,S004063,C0151,view_category,,top,app,
E022818,2026-03-30T10:13:44,S004063,C0151,apply_filter,,color=pink,app,
E022819,2026-03-30T10:14:51,S004063,C0151,view_item,P030,,app,
E022820,2026-03-30T10:15:47,S004063,C0151,view_item,P029,,app,
E022821,2026-03-30T12:10:00,S004064,C0186,session_start,,organic,app,
E022822,2026-03-30T12:10:25,S004064,C0186,view_category,,dress,app,
E022823,2026-03-30T12:11:48,S004064,C0186,view_item,P066,,app,
E022824,2026-03-30T12:12:51,S004064,C0186,view_item,P061,,app,
E022825,2026-03-30T12:14:15,S004064,C0186,view_item,P071,,app,
E022826,2026-03-30T19:30:00,S004065,C0068,session_start,,direct,app,
E022827,2026-03-30T19:30:22,S004065,C0068,view_category,,bottom,app,
E022828,2026-03-30T19:30:37,S004065,C0068,apply_filter,,price=100k_200k,app,
E022829,2026-03-30T19:31:01,S004065,C0068,view_item,P048,,app,
E022830,2026-03-30T10:53:00,S004066,,session_start,,search_ad,mobile,
E022831,2026-03-30T10:53:14,S004066,,search,,바라클라바|0,mobile,
E022832,2026-03-30T10:53:41,S004066,,view_category,,dress,mobile,
E022833,2026-03-30T10:54:26,S004066,,view_item,P064,,mobile,
E022834,2026-03-30T10:54:53,S004066,,view_item,P063,,mobile,
E022835,2026-03-30T11:21:00,S004067,C0283,session_start,,search_ad,app,
E022836,2026-03-30T11:21:16,S004067,C0283,view_category,,bottom,app,
E022837,2026-03-30T11:21:31,S004067,C0283,apply_filter,,sort=popular,app,
E022838,2026-03-30T11:22:25,S004067,C0283,view_item,P050,,app,
E022839,2026-03-30T11:22:49,S004067,C0283,view_item,P049,,app,
E022840,2026-03-30T11:24:12,S004067,C0283,view_item,P058,,app,
E022841,2026-03-30T11:24:15,S004067,C0283,wishlist_add,P058,,app,
E022842,2026-03-30T12:39:00,S004068,C0572,session_start,,search_ad,mobile,
E022843,2026-03-30T12:39:07,S004068,C0572,view_category,,dress,mobile,
E022844,2026-03-30T12:39:18,S004068,C0572,apply_filter,,price=over_200k,mobile,
E022845,2026-03-30T12:40:16,S004068,C0572,view_item,P064,,mobile,
E022846,2026-03-30T12:41:14,S004068,C0572,view_item,P072,,mobile,
E022847,2026-03-30T15:54:00,S004069,,session_start,,search_ad,mobile,
E022848,2026-03-30T15:54:17,S004069,,view_category,,dress,mobile,
E022849,2026-03-30T15:54:21,S004069,,apply_filter,,size=S,mobile,
E022850,2026-03-30T15:55:30,S004069,,view_item,P071,,mobile,
E022851,2026-03-30T15:56:23,S004069,,view_item,P067,,mobile,
E022852,2026-03-30T15:57:39,S004069,,view_item,P061,,mobile,
E022853,2026-03-30T15:59:02,S004069,,view_item,P064,,mobile,
E022854,2026-03-30T16:00:10,S004069,,view_item,P072,,mobile,
E022855,2026-03-30T16:00:45,S004069,,view_item,P070,,mobile,
E022856,2026-03-30T20:06:00,S004070,C0598,session_start,,sns,mobile,
E022857,2026-03-30T20:06:22,S004070,C0598,view_category,,top,mobile,
E022858,2026-03-30T20:06:38,S004070,C0598,apply_filter,,price=over_200k,mobile,
E022859,2026-03-30T20:07:03,S004070,C0598,view_item,P029,,mobile,
E022860,2026-03-30T23:56:00,S004071,C0161,session_start,,organic,app,
E022861,2026-03-30T23:56:07,S004071,C0161,view_category,,top,app,
E022862,2026-03-30T23:56:25,S004071,C0161,apply_filter,,price=under_50k,app,
E022863,2026-03-30T23:57:13,S004071,C0161,view_item,P040,,app,
E022864,2026-03-30T23:57:59,S004071,C0161,view_item,P040,,app,
E022865,2026-03-30T23:59:05,S004071,C0161,view_item,P040,,app,
E022866,2026-03-31T00:00:04,S004071,C0161,view_item,P033,,app,
E022867,2026-03-31T00:00:32,S004071,C0161,add_to_cart,P033,,app,
E022868,2026-03-31T00:00:59,S004071,C0161,begin_checkout,P033,,app,
E022869,2026-03-30T21:21:00,S004072,C0182,session_start,,search_ad,mobile,
E022870,2026-03-30T21:21:06,S004072,C0182,search,,와이드 팬츠|24,mobile,
E022871,2026-03-30T21:21:12,S004072,C0182,view_category,,top,mobile,
E022872,2026-03-30T21:21:38,S004072,C0182,view_item,P040,,mobile,
E022873,2026-03-30T08:57:00,S004073,C0455,session_start,,direct,desktop,
E022874,2026-03-30T08:57:09,S004073,C0455,view_category,,bottom,desktop,
E022875,2026-03-30T08:58:17,S004073,C0455,view_item,P055,,desktop,
E022876,2026-03-30T08:58:45,S004073,C0455,view_item,P059,,desktop,
E022877,2026-03-30T08:58:56,S004073,C0455,wishlist_add,P059,,desktop,
E022878,2026-03-30T05:37:00,S004074,,session_start,,organic,mobile,
E022879,2026-03-30T05:37:29,S004074,,search,,하객룩 원피스|15,mobile,
E022880,2026-03-30T05:37:45,S004074,,view_category,,top,mobile,
E022881,2026-03-30T05:38:17,S004074,,view_item,P028,,mobile,
E022882,2026-03-30T05:38:42,S004074,,view_item,P036,,mobile,
E022883,2026-03-30T05:39:03,S004074,,view_item,P037,,mobile,
E022884,2026-03-30T05:39:40,S004074,,view_item,P023,,mobile,
E022885,2026-03-30T15:50:00,S004075,,session_start,,direct,mobile,
E022886,2026-03-30T15:50:13,S004075,,search,,린넨 셔츠|18,mobile,
E022887,2026-03-30T15:50:37,S004075,,view_category,,top,mobile,
E022888,2026-03-30T15:50:46,S004075,,apply_filter,,sort=price_low,mobile,
E022889,2026-03-30T15:52:00,S004075,,view_item,P040,,mobile,
E022890,2026-03-30T15:52:43,S004075,,view_item,P040,,mobile,
E022891,2026-03-30T15:53:23,S004075,,view_item,P022,,mobile,
E022892,2026-03-30T10:23:00,S004076,C0520,session_start,,direct,desktop,
E022893,2026-03-30T10:23:28,S004076,C0520,search,,77사이즈 원피스|0,desktop,
E022894,2026-03-30T10:23:37,S004076,C0520,view_category,,bag,desktop,
E022895,2026-03-30T10:23:49,S004076,C0520,apply_filter,,color=brown,desktop,
E022896,2026-03-30T10:24:38,S004076,C0520,view_item,P073,,desktop,
E022897,2026-03-30T10:25:01,S004076,C0520,view_item,P073,,desktop,
E022898,2026-03-30T10:26:07,S004076,C0520,view_item,P073,,desktop,
E022899,2026-03-30T10:26:18,S004076,C0520,wishlist_add,P073,,desktop,
E022900,2026-03-30T10:26:25,S004076,C0520,add_to_cart,P073,,desktop,
E022901,2026-03-30T10:27:21,S004076,C0520,begin_checkout,P073,,desktop,
E022902,2026-03-30T10:28:57,S004076,C0520,purchase,P073,75000,desktop,
E022903,2026-03-30T17:30:00,S004077,C0095,session_start,,sns,app,
E022904,2026-03-30T17:30:08,S004077,C0095,view_category,,top,app,
E022905,2026-03-30T17:30:52,S004077,C0095,view_item,P027,,app,
E022906,2026-03-30T17:31:32,S004077,C0095,view_item,P028,,app,
E022907,2026-03-30T23:47:00,S004078,C0131,session_start,,search_ad,app,
E022908,2026-03-30T23:47:11,S004078,C0131,search,,발레코어|0,app,
E022909,2026-03-30T08:59:00,S004079,C0051,session_start,,search_ad,app,
E022910,2026-03-30T08:59:16,S004079,C0051,search,,여름 하객룩|7,app,
E022911,2026-03-30T08:59:39,S004079,C0051,view_category,,outer,app,
E022912,2026-03-30T08:59:46,S004079,C0051,apply_filter,,color=navy,app,
E022913,2026-03-30T08:59:58,S004079,C0051,view_item,P001,,app,
E022914,2026-03-30T09:01:12,S004079,C0051,view_item,P013,,app,
E022915,2026-03-30T11:19:00,S004080,,session_start,,direct,mobile,
E022916,2026-03-30T11:19:37,S004080,,search,,와이드 팬츠|24,mobile,
E022917,2026-03-30T11:19:56,S004080,,view_category,,bag,mobile,
E022918,2026-03-30T11:20:32,S004080,,view_item,P078,,mobile,
E022919,2026-03-30T11:20:49,S004080,,view_item,P075,,mobile,
E022920,2026-03-30T11:21:53,S004080,,view_item,P073,,mobile,
E022921,2026-03-30T11:22:26,S004080,,view_item,P080,,mobile,
E022922,2026-03-30T11:22:32,S004080,,wishlist_add,P080,,mobile,
E022923,2026-03-30T11:22:53,S004080,,add_to_cart,P080,,mobile,
E022924,2026-03-30T11:23:33,S004080,,begin_checkout,P080,,mobile,
E022925,2026-03-30T11:26:04,S004080,,purchase,P080,109000,mobile,
E022926,2026-03-30T17:28:00,S004081,,session_start,,organic,desktop,
E022927,2026-03-30T17:28:23,S004081,,view_category,,bag,desktop,
E022928,2026-03-30T17:28:26,S004081,,apply_filter,,category=bag,desktop,
E022929,2026-03-30T17:28:47,S004081,,view_item,P080,,desktop,
E022930,2026-03-30T17:30:15,S004081,,view_item,P075,,desktop,
E022931,2026-03-30T17:30:43,S004081,,view_item,P080,,desktop,
E022932,2026-03-30T15:24:00,S004082,C0432,session_start,,push,desktop,
E022933,2026-03-30T15:24:06,S004082,C0432,view_category,,outer,desktop,
E022934,2026-03-30T15:25:06,S004082,C0432,view_item,P008,,desktop,
E022935,2026-03-30T15:26:21,S004082,C0432,view_item,P011,,desktop,
E022936,2026-03-30T15:26:46,S004082,C0432,view_item,P006,,desktop,
E022937,2026-03-30T14:47:00,S004083,C0499,session_start,,direct,mobile,
E022938,2026-03-30T14:47:28,S004083,C0499,view_category,,bottom,mobile,
E022939,2026-03-30T14:47:32,S004083,C0499,apply_filter,,color=brown,mobile,
E022940,2026-03-30T14:48:15,S004083,C0499,view_item,P045,,mobile,
E022941,2026-03-30T14:48:34,S004083,C0499,view_item,P045,,mobile,
E022942,2026-03-30T14:48:42,S004083,C0499,add_to_cart,P045,,mobile,
E022943,2026-03-30T14:48:55,S004083,C0499,begin_checkout,P045,,mobile,
E022944,2026-03-30T13:57:00,S004084,,session_start,,search_ad,desktop,
E022945,2026-03-30T13:57:25,S004084,,search,,데님 스커트|8,desktop,
E022946,2026-03-30T13:57:50,S004084,,view_category,,dress,desktop,
E022947,2026-03-30T13:58:16,S004084,,view_item,P069,,desktop,
E022948,2026-03-30T14:36:00,S004085,C0383,session_start,,sns,app,
E022949,2026-03-30T14:36:28,S004085,C0383,search,,하객룩 원피스|15,app,
E022950,2026-03-30T14:36:50,S004085,C0383,view_category,,outer,app,
E022951,2026-03-30T14:37:39,S004085,C0383,view_item,P016,,app,
E022952,2026-03-30T14:38:13,S004085,C0383,view_item,P008,,app,
E022953,2026-03-30T14:38:51,S004085,C0383,view_item,P008,,app,
E022954,2026-03-30T14:39:24,S004085,C0383,add_to_cart,P008,,app,
E022955,2026-03-30T14:39:47,S004085,C0383,begin_checkout,P008,,app,
E022956,2026-03-30T15:22:00,S004086,C0333,session_start,,push,app,
E022957,2026-03-30T15:22:32,S004086,C0333,search,,와이드 팬츠|24,app,
E022958,2026-03-30T15:22:53,S004086,C0333,view_category,,bottom,app,
E022959,2026-03-30T15:22:56,S004086,C0333,apply_filter,,price=100k_200k,app,
E022960,2026-03-30T15:24:03,S004086,C0333,view_item,P053,,app,
E022961,2026-03-30T15:25:30,S004086,C0333,view_item,P042,,app,
E022962,2026-03-30T15:25:52,S004086,C0333,add_to_cart,P042,,app,
E022963,2026-03-30T15:26:12,S004086,C0333,begin_checkout,P042,,app,
E022964,2026-03-30T15:28:22,S004086,C0333,purchase,P042,85000,app,
E022965,2026-03-30T14:02:00,S004087,,session_start,,direct,desktop,
E022966,2026-03-30T14:02:25,S004087,,view_category,,top,desktop,
E022967,2026-03-30T14:03:28,S004087,,view_item,P028,,desktop,
E022968,2026-03-30T14:04:12,S004087,,view_item,P030,,desktop,
E022969,2026-03-30T14:04:29,S004087,,add_to_cart,P030,,desktop,
E022970,2026-03-30T14:05:09,S004087,,begin_checkout,P030,,desktop,
E022971,2026-03-30T14:05:59,S004087,,purchase,P030,62000,desktop,
E022972,2026-03-30T03:54:00,S004088,,session_start,,search_ad,mobile,
E022973,2026-03-30T03:54:38,S004088,,search,,바라클라바|0,mobile,
E022974,2026-03-30T03:55:04,S004088,,view_category,,bag,mobile,
E022975,2026-03-30T03:55:08,S004088,,apply_filter,,price=under_50k,mobile,
E022976,2026-03-30T03:55:20,S004088,,view_item,P074,,mobile,
E022977,2026-03-30T03:56:16,S004088,,view_item,P073,,mobile,
E022978,2026-03-30T11:17:00,S004089,,session_start,,direct,desktop,
E022979,2026-03-30T11:17:06,S004089,,search,,블랙 슬랙스|11,desktop,
E022980,2026-03-30T11:17:33,S004089,,view_category,,top,desktop,
E022981,2026-03-30T11:18:35,S004089,,view_item,P028,,desktop,
E022982,2026-03-30T11:19:58,S004089,,view_item,P026,,desktop,
E022983,2026-03-30T11:21:09,S004089,,view_item,P026,,desktop,
E022984,2026-03-31T11:51:00,S004090,,session_start,,search_ad,mobile,
E022985,2026-03-31T11:51:31,S004090,,search,,여름 하객룩|7,mobile,
E022986,2026-03-31T11:51:41,S004090,,view_category,,dress,mobile,
E022987,2026-03-31T11:51:46,S004090,,apply_filter,,fit=크롭,mobile,
E022988,2026-03-31T11:53:02,S004090,,view_item,P062,,mobile,
E022989,2026-03-31T11:53:46,S004090,,view_item,P066,,mobile,
E022990,2026-03-31T11:54:00,S004090,,add_to_cart,P066,,mobile,
E022991,2026-03-31T12:18:00,S004091,C0359,session_start,,direct,mobile,
E022992,2026-03-31T12:18:25,S004091,C0359,view_category,,dress,mobile,
E022993,2026-03-31T12:18:38,S004091,C0359,apply_filter,,sort=price_low,mobile,
E022994,2026-03-31T12:19:52,S004091,C0359,view_item,P064,,mobile,
E022995,2026-03-31T12:20:02,S004091,C0359,add_to_cart,P064,,mobile,
E022996,2026-03-31T08:10:00,S004092,C0246,session_start,,direct,desktop,
E022997,2026-03-31T08:10:06,S004092,C0246,view_category,,bottom,desktop,
E022998,2026-03-31T08:10:32,S004092,C0246,view_item,P042,,desktop,
E022999,2026-03-31T08:11:28,S004092,C0246,view_item,P044,,desktop,
E023000,2026-03-31T08:11:49,S004092,C0246,add_to_cart,P044,,desktop,
E023001,2026-03-31T11:56:00,S004093,,session_start,,search_ad,mobile,
E023002,2026-03-31T11:56:25,S004093,,search,,반팔 티셔츠|0,mobile,
E023003,2026-03-31T11:56:44,S004093,,view_category,,outer,mobile,
E023004,2026-03-31T11:57:27,S004093,,view_item,P001,,mobile,
E023005,2026-03-31T11:58:34,S004093,,view_item,P017,,mobile,
E023006,2026-03-31T15:49:00,S004094,,session_start,,push,desktop,
E023007,2026-03-31T15:49:23,S004094,,view_category,,top,desktop,
E023008,2026-03-31T15:49:30,S004094,,apply_filter,,color=green,desktop,
E023009,2026-03-31T15:50:04,S004094,,view_item,P035,,desktop,
E023010,2026-03-31T15:50:50,S004094,,view_item,P040,,desktop,
E023011,2026-03-31T15:51:40,S004094,,view_item,P040,,desktop,
E023012,2026-03-31T15:52:12,S004094,,add_to_cart,P040,,desktop,
E023013,2026-03-31T15:16:00,S004095,C0096,session_start,,organic,mobile,
E023014,2026-03-31T15:16:18,S004095,C0096,search,,와이드 팬츠|24,mobile,
E023015,2026-03-31T15:16:28,S004095,C0096,view_category,,top,mobile,
E023016,2026-03-31T15:17:52,S004095,C0096,view_item,P030,,mobile,
E023017,2026-03-31T15:18:12,S004095,C0096,view_item,P020,,mobile,
E023018,2026-03-31T15:18:36,S004095,C0096,view_item,P040,,mobile,
E023019,2026-03-31T15:18:54,S004095,C0096,view_item,P021,,mobile,
E023020,2026-03-31T15:19:52,S004095,C0096,view_item,P040,,mobile,
E023021,2026-03-31T15:20:12,S004095,C0096,view_item,P040,,mobile,
E023022,2026-03-31T20:29:00,S004096,,session_start,,organic,mobile,
E023023,2026-03-31T20:29:25,S004096,,view_category,,bag,mobile,
E023024,2026-03-31T20:29:51,S004096,,view_item,P079,,mobile,
E023025,2026-03-31T20:30:59,S004096,,view_item,P079,,mobile,
E023026,2026-03-31T23:04:00,S004097,,session_start,,search_ad,desktop,
E023027,2026-03-31T23:04:22,S004097,,view_category,,top,desktop,
E023028,2026-03-31T23:05:43,S004097,,view_item,P029,,desktop,
E023029,2026-03-31T23:06:21,S004097,,view_item,P026,,desktop,
E023030,2026-03-31T23:07:08,S004097,,view_item,P040,,desktop,
E023031,2026-03-31T23:08:13,S004097,,view_item,P035,,desktop,
E023032,2026-03-31T16:24:00,S004098,,session_start,,push,mobile,
E023033,2026-03-31T16:24:24,S004098,,view_category,,bag,mobile,
E023034,2026-03-31T16:24:31,S004098,,apply_filter,,size=L,mobile,
E023035,2026-03-31T16:25:40,S004098,,view_item,P076,,mobile,
E023036,2026-03-31T18:57:00,S004099,C0015,session_start,,organic,desktop,
E023037,2026-03-31T18:57:36,S004099,C0015,search,,와이드 팬츠|24,desktop,
E023038,2026-03-31T18:58:05,S004099,C0015,view_category,,bag,desktop,
E023039,2026-03-31T18:59:25,S004099,C0015,view_item,P073,,desktop,
E023040,2026-03-31T18:59:42,S004099,C0015,view_item,P073,,desktop,
E023041,2026-03-31T09:33:00,S004100,C0451,session_start,,organic,app,
E023042,2026-03-31T09:33:09,S004100,C0451,view_category,,dress,app,
E023043,2026-03-31T09:33:19,S004100,C0451,apply_filter,,sort=popular,app,
E023044,2026-03-31T09:33:48,S004100,C0451,view_item,P071,,app,
E023045,2026-03-31T09:33:52,S004100,C0451,wishlist_add,P071,,app,
E023046,2026-03-31T14:16:00,S004101,C0150,session_start,,organic,mobile,
E023047,2026-03-31T14:16:06,S004101,C0150,view_category,,top,mobile,
E023048,2026-03-31T14:16:32,S004101,C0150,view_item,P040,,mobile,
E023049,2026-03-31T14:16:59,S004101,C0150,view_item,P023,,mobile,
E023050,2026-03-31T09:13:00,S004102,,session_start,,organic,desktop,
E023051,2026-03-31T09:13:09,S004102,,view_category,,top,desktop,
E023052,2026-03-31T09:13:48,S004102,,view_item,P037,,desktop,
E023053,2026-03-31T09:14:00,S004102,,wishlist_add,P037,,desktop,
E023054,2026-03-31T14:26:00,S004103,,session_start,,organic,mobile,
E023055,2026-03-31T14:26:18,S004103,,search,,린넨 셔츠|18,mobile,
E023056,2026-03-31T14:26:43,S004103,,view_category,,dress,mobile,
E023057,2026-03-31T14:27:08,S004103,,view_item,P069,,mobile,
E023058,2026-03-31T15:44:00,S004104,C0350,session_start,,search_ad,app,
E023059,2026-03-31T15:44:37,S004104,C0350,search,,발레코어|0,app,
E023060,2026-03-31T15:45:03,S004104,C0350,view_category,,dress,app,
E023061,2026-03-31T15:45:19,S004104,C0350,apply_filter,,color=black,app,
E023062,2026-03-31T15:45:49,S004104,C0350,view_item,P061,,app,
E023063,2026-03-31T22:09:00,S004105,C0405,session_start,,push,desktop,
E023064,2026-03-31T22:09:14,S004105,C0405,search,,데님 스커트|8,desktop,
E023065,2026-03-31T22:09:35,S004105,C0405,view_category,,dress,desktop,
E023066,2026-03-31T22:09:41,S004105,C0405,apply_filter,,fit=오버핏,desktop,
E023067,2026-03-31T22:11:09,S004105,C0405,view_item,P062,,desktop,
E023068,2026-03-31T22:11:56,S004105,C0405,view_item,P070,,desktop,
E023069,2026-03-31T22:12:10,S004105,C0405,view_item,P065,,desktop,
E023070,2026-03-31T22:12:20,S004105,C0405,wishlist_add,P065,,desktop,
E023071,2026-03-31T14:30:00,S004106,C0504,session_start,,organic,desktop,
E023072,2026-03-31T14:30:10,S004106,C0504,search,,가디건|20,desktop,
E023073,2026-03-31T14:30:25,S004106,C0504,view_category,,bag,desktop,
E023074,2026-03-31T14:31:21,S004106,C0504,view_item,P073,,desktop,
E023075,2026-03-31T14:31:34,S004106,C0504,view_item,P074,,desktop,
E023076,2026-03-31T14:32:04,S004106,C0504,view_item,P080,,desktop,
E023077,2026-03-31T14:32:10,S004106,C0504,wishlist_add,P080,,desktop,
E023078,2026-03-31T12:34:00,S004107,,session_start,,search_ad,mobile,
E023079,2026-03-31T12:34:20,S004107,,search,,77사이즈 원피스|0,mobile,
E023080,2026-03-31T12:34:48,S004107,,view_category,,dress,mobile,
E023081,2026-03-31T12:34:54,S004107,,apply_filter,,size=L,mobile,
E023082,2026-03-31T12:36:17,S004107,,view_item,P072,,mobile,
E023083,2026-03-31T18:02:00,S004108,,session_start,,search_ad,desktop,
E023084,2026-03-31T18:02:20,S004108,,search,,린넨 셔츠|18,desktop,
E023085,2026-03-31T18:02:39,S004108,,view_category,,top,desktop,
E023086,2026-03-31T18:02:49,S004108,,view_item,P020,,desktop,
E023087,2026-03-31T18:03:45,S004108,,view_item,P028,,desktop,
E023088,2026-03-31T18:03:56,S004108,,wishlist_add,P028,,desktop,
E023089,2026-03-31T14:32:00,S004109,,session_start,,push,mobile,
E023090,2026-03-31T14:32:07,S004109,,search,,발레코어|0,mobile,
E023091,2026-03-31T14:54:00,S004110,,session_start,,push,mobile,
E023092,2026-03-31T14:54:29,S004110,,search,,오버핏 코트|12,mobile,
E023093,2026-03-31T14:54:37,S004110,,view_category,,outer,mobile,
E023094,2026-03-31T14:54:44,S004110,,apply_filter,,size=S,mobile,
E023095,2026-03-31T14:54:59,S004110,,view_item,P001,,mobile,
E023096,2026-03-31T14:56:23,S004110,,view_item,P013,,mobile,
E023097,2026-03-31T14:57:44,S004110,,view_item,P017,,mobile,
E023098,2026-03-31T14:58:04,S004110,,view_item,P017,,mobile,
E023099,2026-03-31T14:58:16,S004110,,wishlist_add,P017,,mobile,
E023100,2026-03-31T15:56:00,S004111,C0351,session_start,,push,app,
E023101,2026-03-31T15:56:33,S004111,C0351,search,,린넨 셔츠|18,app,
E023102,2026-03-31T15:56:53,S004111,C0351,view_category,,bag,app,
E023103,2026-03-31T15:56:57,S004111,C0351,apply_filter,,fit=슬림핏,app,
E023104,2026-03-31T15:57:43,S004111,C0351,view_item,P076,,app,
E023105,2026-03-31T16:20:00,S004112,C0430,session_start,,direct,app,
E023106,2026-03-31T16:20:09,S004112,C0430,view_category,,top,app,
E023107,2026-03-31T16:21:18,S004112,C0430,view_item,P021,,app,
E023108,2026-03-31T16:21:37,S004112,C0430,view_item,P023,,app,
E023109,2026-03-31T16:22:31,S004112,C0430,view_item,P040,,app,
E023110,2026-03-31T16:43:00,S004113,C0104,session_start,,push,mobile,
E023111,2026-03-31T16:43:36,S004113,C0104,search,,블랙 슬랙스|11,mobile,
E023112,2026-03-31T16:43:47,S004113,C0104,view_category,,bottom,mobile,
E023113,2026-03-31T16:43:50,S004113,C0104,apply_filter,,sort=price_low,mobile,
E023114,2026-03-31T16:44:40,S004113,C0104,view_item,P048,,mobile,
E023115,2026-03-31T16:45:38,S004113,C0104,view_item,P043,,mobile,
E023116,2026-03-31T16:46:52,S004113,C0104,view_item,P053,,mobile,
E023117,2026-03-31T16:48:02,S004113,C0104,view_item,P046,,mobile,
E023118,2026-03-31T17:46:00,S004114,C0279,session_start,,search_ad,app,
E023119,2026-03-31T17:46:12,S004114,C0279,view_category,,outer,app,
E023120,2026-03-31T17:46:21,S004114,C0279,apply_filter,,color=navy,app,
E023121,2026-03-31T17:47:34,S004114,C0279,view_item,P006,,app,
E023122,2026-03-31T17:47:48,S004114,C0279,view_item,P001,,app,
E023123,2026-03-31T17:48:35,S004114,C0279,view_item,P007,,app,
E023124,2026-03-31T11:12:00,S004115,C0018,session_start,,search_ad,app,
E023125,2026-03-31T11:12:15,S004115,C0018,view_category,,bottom,app,
E023126,2026-03-31T11:12:19,S004115,C0018,apply_filter,,color=white,app,
E023127,2026-03-31T11:13:20,S004115,C0018,view_item,P060,,app,
E023128,2026-03-31T20:05:00,S004116,C0411,session_start,,sns,desktop,
E023129,2026-03-31T20:05:05,S004116,C0411,view_category,,dress,desktop,
E023130,2026-03-31T20:05:23,S004116,C0411,apply_filter,,size=L,desktop,
E023131,2026-03-31T20:05:34,S004116,C0411,view_item,P061,,desktop,
E023132,2026-03-31T20:05:48,S004116,C0411,add_to_cart,P061,,desktop,
E023133,2026-03-31T20:06:08,S004116,C0411,begin_checkout,P061,,desktop,
E023134,2026-03-31T22:37:00,S004117,C0258,session_start,,direct,mobile,
E023135,2026-03-31T22:37:14,S004117,C0258,view_category,,top,mobile,
E023136,2026-03-31T22:37:24,S004117,C0258,apply_filter,,category=bag,mobile,
E023137,2026-03-31T22:38:01,S004117,C0258,view_item,P030,,mobile,
E023138,2026-03-31T22:38:17,S004117,C0258,view_item,P020,,mobile,
E023139,2026-03-31T22:38:49,S004117,C0258,view_item,P040,,mobile,
E023140,2026-03-31T22:39:38,S004117,C0258,view_item,P037,,mobile,
E023141,2026-03-31T22:39:44,S004117,C0258,wishlist_add,P037,,mobile,
E023142,2026-03-31T22:40:08,S004117,C0258,add_to_cart,P037,,mobile,
E023143,2026-03-31T14:49:00,S004118,C0110,session_start,,search_ad,mobile,
E023144,2026-03-31T14:49:20,S004118,C0110,view_category,,bottom,mobile,
E023145,2026-03-31T14:49:33,S004118,C0110,apply_filter,,sort=price_low,mobile,
E023146,2026-03-31T14:50:01,S004118,C0110,view_item,P043,,mobile,
E023147,2026-03-31T14:50:33,S004118,C0110,view_item,P048,,mobile,
E023148,2026-03-31T12:11:00,S004119,C0282,session_start,,search_ad,desktop,
E023149,2026-03-31T12:11:07,S004119,C0282,search,,와이드 팬츠|24,desktop,
E023150,2026-03-31T12:11:22,S004119,C0282,view_category,,outer,desktop,
E023151,2026-03-31T12:11:55,S004119,C0282,view_item,P017,,desktop,
E023152,2026-03-31T18:20:00,S004120,C0351,session_start,,direct,app,
E023153,2026-03-31T18:20:31,S004120,C0351,search,,가디건|20,app,
E023154,2026-03-31T18:20:43,S004120,C0351,view_category,,bottom,app,
E023155,2026-03-31T18:21:22,S004120,C0351,view_item,P043,,app,
E023156,2026-03-31T15:57:00,S004121,,session_start,,search_ad,mobile,
E023157,2026-03-31T15:57:37,S004121,,search,,바라클라바|0,mobile,
E023158,2026-03-31T23:34:00,S004122,C0430,session_start,,sns,app,
E023159,2026-03-31T23:34:20,S004122,C0430,view_category,,bottom,app,
E023160,2026-03-31T23:34:37,S004122,C0430,apply_filter,,color=pink,app,
E023161,2026-03-31T23:35:27,S004122,C0430,view_item,P055,,app,
E023162,2026-03-31T23:36:04,S004122,C0430,add_to_cart,P055,,app,
E023163,2026-03-31T23:37:03,S004122,C0430,begin_checkout,P055,,app,
E023164,2026-03-31T23:38:33,S004122,C0430,purchase,P055,88000,app,
E023165,2026-03-31T18:07:00,S004123,C0240,session_start,,push,app,
E023166,2026-03-31T18:07:12,S004123,C0240,view_category,,bottom,app,
E023167,2026-03-31T18:08:17,S004123,C0240,view_item,P042,,app,
E023168,2026-03-31T18:09:38,S004123,C0240,view_item,P042,,app,
E023169,2026-03-31T18:10:43,S004123,C0240,view_item,P042,,app,
E023170,2026-03-31T18:10:51,S004123,C0240,wishlist_add,P042,,app,
E023171,2026-03-31T08:27:00,S004124,,session_start,,sns,mobile,
E023172,2026-03-31T08:27:19,S004124,,view_category,,bag,mobile,
