review_id,product_id,customer_id,created_at,rating,size_purchased,height_cm,weight_kg,fit,text,aspect_labels
R00442,P050,C0164,2026-05-02,4,S,160,51,small,소재가 부드럽고 촉감이 좋아요. 사이즈가 생각보다 작아요.,material:pos;size:neg
R00443,P011,C0463,2026-01-22,5,M,166,58,true_to_size,색감이 고급스러워요.,color:pos
R00444,P009,C0583,2026-03-08,5,M,163,57,large,소재가 부드럽고 촉감이 좋아요.,material:pos
R00445,P055,C0458,2026-06-14,5,M,165,45,true_to_size,색상이 화면과 똑같아요.,color:pos
R00446,P017,C0545,2026-02-09,2,XL,177,75,true_to_size,색상이 사진보다 어두워요. 포장이 꼼꼼했어요.,color:neg;delivery:pos
R00447,P027,C0182,2026-06-09,1,M,172,72,small,화면과 색이 달라요.,color:neg
R00448,P006,C0533,2026-01-07,5,S,176,56,small,색상이 화면과 똑같아요. 세일가에 잘 샀어요.,color:pos;price:pos
R00449,P059,C0295,2026-02-26,4,S,173,59,small,배송이 빨라요. 색상이 사진보다 어두워요.,delivery:pos;color:neg
R00450,P055,C0308,2026-06-27,5,S,154,43,true_to_size,색감이 고급스러워요. 정사이즈라 고민 없이 골랐어요. 소재가 부드럽고 촉감이 좋아요.,color:pos;size:pos;material:pos
R00451,P064,C0596,2026-02-21,4,S,174,85,small,색상이 사진보다 어두워요. 포장이 꼼꼼했어요.,color:neg;delivery:pos
R00452,P043,C0188,2026-03-21,2,L,173,63,large,한 치수 크게 사야 해요.,size:neg
R00453,P055,C0080,2026-03-31,5,M,168,52,large,가격 대비 만족해요.,price:pos
R00454,P042,C0112,2026-03-12,5,M,165,56,true_to_size,사이즈가 딱 맞아요.,size:pos
R00455,P071,C0218,2026-04-24,4,M,162,62,true_to_size,배송이 빨라요.,delivery:pos
R00456,P034,C0181,2026-06-28,5,M,169,64,true_to_size,두께감이 적당해요.,material:pos
R00457,P043,C0333,2026-03-31,5,XL,168,51,large,배송이 빨라요. 사이즈가 생각보다 작아요. 색상이 화면과 똑같아요.,delivery:pos;size:neg;color:pos
R00458,P011,C0113,2026-02-16,5,S,158,62,true_to_size,배송이 빨라요. 색상이 화면과 똑같아요. 사이즈가 딱 맞아요.,delivery:pos;color:pos;size:pos
R00459,P001,C0146,2026-06-23,5,M,166,57,true_to_size,사이즈가 딱 맞아요.,size:pos
R00460,P040,C0052,2026-03-28,4,L,160,49,large,원단이 고급스러워요. 세일가에 잘 샀어요. 기장이 너무 길어요.,material:pos;price:pos;size:neg
R00461,P017,C0068,2026-01-29,5,XL,174,76,large,배송이 빨라요.,delivery:pos
R00462,P021,C0335,2026-01-28,2,M,160,49,large,한 치수 크게 사야 해요. 색상이 화면과 똑같아요.,size:neg;color:pos
R00463,P040,C0058,2026-03-01,5,XL,156,58,large,소재가 부드럽고 촉감이 좋아요.,material:pos
R00464,P064,C0157,2026-07-07,3,S,172,76,small,사이즈가 생각보다 작아요. 세일가에 잘 샀어요.,size:neg;price:pos
R00465,P040,C0294,2026-07-06,5,M,170,69,small,소재가 부드럽고 촉감이 좋아요. 세일가에 잘 샀어요.,material:pos;price:pos
R00466,P055,C0188,2026-06-30,5,M,177,77,small,소재가 얇고 비쳐요. 세일가에 잘 샀어요. 포장이 꼼꼼했어요.,material:neg;price:pos;delivery:pos
R00467,P015,C0214,2026-04-30,4,M,164,55,large,이 가격이면 다른 데가 나아요. 소재가 부드럽고 촉감이 좋아요. 사이즈가 생각보다 작아요.,price:neg;material:pos;size:neg
R00468,P040,C0077,2026-03-04,3,L,163,51,large,색감이 고급스러워요. 박스가 찌그러져 왔어요.,color:pos;delivery:neg
R00469,P074,C0099,2026-01-06,2,FREE,161,48,large,화면과 색이 달라요.,color:neg
R00470,P001,C0361,2026-05-11,5,M,163,74,true_to_size,세일가에 잘 샀어요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00471,P039,C0595,2026-06-17,5,M,162,60,true_to_size,색감이 고급스러워요.,color:pos
R00472,P031,C0153,2026-03-22,4,M,173,90,small,화면과 색이 달라요. 가격 대비 만족해요.,color:neg;price:pos
R00473,P059,C0552,2026-03-31,1,L,168,40,large,화면과 색이 달라요.,color:neg
R00474,P072,C0033,2026-04-06,2,L,180,81,small,사이즈가 생각보다 작아요.,size:neg
R00475,P045,C0400,2026-03-25,5,L,175,55,large,색상이 화면과 똑같아요.,color:pos
R00476,P043,C0068,2026-01-23,3,S,163,68,small,배송이 일주일 넘게 걸렸어요.,delivery:neg
R00477,P008,C0492,2026-02-19,3,L,161,55,large,한 치수 크게 사야 해요.,size:neg
R00478,P076,C0493,2026-05-13,5,FREE,159,59,true_to_size,배송이 빨라요.,delivery:pos
R00479,P011,C0357,2026-02-01,4,S,159,51,true_to_size,색상이 사진보다 어두워요. 세일가에 잘 샀어요.,color:neg;price:pos
R00480,P013,C0568,2026-04-06,5,L,166,58,large,소재가 부드럽고 촉감이 좋아요.,material:pos
R00481,P071,C0450,2026-06-18,5,M,172,63,small,포장이 꼼꼼했어요.,delivery:pos
R00482,P075,C0307,2026-02-26,5,FREE,160,61,true_to_size,소재가 부드럽고 촉감이 좋아요.,material:pos
R00483,P057,C0438,2026-06-28,4,M,165,40,large,색상이 사진보다 어두워요. 원단이 고급스러워요.,color:neg;material:pos
R00484,P043,C0299,2026-03-02,3,M,164,57,true_to_size,가격 대비 만족해요. 보풀이 금방 생겨요.,price:pos;material:neg
R00485,P017,C0438,2026-05-03,4,XL,157,53,large,색감이 고급스러워요. 배송이 일주일 넘게 걸렸어요.,color:pos;delivery:neg
R00486,P040,C0526,2026-02-24,5,L,169,52,large,세일가에 잘 샀어요. 소재가 얇고 비쳐요. 배송이 빨라요.,price:pos;material:neg;delivery:pos
R00487,P048,C0214,2026-06-21,3,S,155,54,true_to_size,사이즈가 딱 맞아요. 색상이 사진보다 어두워요.,size:pos;color:neg
R00488,P001,C0240,2026-01-24,2,S,168,66,small,화면과 색이 달라요.,color:neg
R00489,P007,C0066,2026-02-08,1,M,163,55,large,가격에 비해 아쉬워요.,price:neg
R00490,P040,C0572,2026-04-15,5,M,163,60,true_to_size,소재가 부드럽고 촉감이 좋아요.,material:pos
R00491,P006,C0155,2026-06-12,5,L,163,61,large,색감이 고급스러워요.,color:pos
R00492,P055,C0274,2026-04-21,4,M,168,75,true_to_size,소재가 부드럽고 촉감이 좋아요. 이 가격이면 다른 데가 나아요. 색상이 화면과 똑같아요.,material:pos;price:neg;color:pos
R00493,P064,C0411,2026-03-21,5,L,159,53,large,소재가 부드럽고 촉감이 좋아요. 배송이 빨라요.,material:pos;delivery:pos
R00494,P067,C0155,2026-05-27,4,S,176,73,small,색상이 화면과 똑같아요. 기장이 너무 길어요.,color:pos;size:neg
R00495,P067,C0373,2026-05-15,4,M,166,66,small,소재가 부드럽고 촉감이 좋아요.,material:pos
R00496,P030,C0080,2026-03-22,2,M,160,42,large,원단이 뻣뻣해요.,material:neg
R00497,P055,C0131,2026-05-14,2,S,179,75,small,배송이 일주일 넘게 걸렸어요. 보풀이 금방 생겨요.,delivery:neg;material:neg
R00498,P045,C0077,2026-04-08,3,L,163,51,large,기장이 너무 길어요. 두께감이 적당해요.,size:neg;material:pos
R00499,P030,C0167,2026-03-30,5,M,162,70,true_to_size,색상이 화면과 똑같아요.,color:pos
R00500,P048,C0393,2026-06-24,3,M,173,56,true_to_size,가격에 비해 아쉬워요. 색감이 고급스러워요.,price:neg;color:pos
R00501,P069,C0221,2026-04-16,5,S,166,40,true_to_size,배송이 빨라요.,delivery:pos
R00502,P008,C0454,2026-01-16,5,M,162,50,true_to_size,핏이 예쁘게 떨어져요. 색상이 화면과 똑같아요. 소재가 부드럽고 촉감이 좋아요.,size:pos;color:pos;material:pos
R00503,P055,C0317,2026-01-30,5,M,159,58,true_to_size,정사이즈라 고민 없이 골랐어요.,size:pos
R00504,P040,C0589,2026-04-15,1,XL,158,46,large,소재가 얇고 비쳐요.,material:neg
R00505,P073,C0459,2026-06-04,5,FREE,164,49,true_to_size,색감이 고급스러워요. 배송이 빨라요.,color:pos;delivery:pos
R00506,P030,C0397,2026-04-08,5,M,161,65,true_to_size,정사이즈라 고민 없이 골랐어요. 색상이 화면과 똑같아요.,size:pos;color:pos
R00507,P056,C0496,2026-04-05,4,L,157,47,large,가격 대비 만족해요. 색감이 고급스러워요. 기장이 너무 길어요.,price:pos;color:pos;size:neg
R00508,P001,C0600,2026-04-11,5,L,161,76,true_to_size,사이즈가 딱 맞아요.,size:pos
R00509,P039,C0451,2026-06-08,5,S,165,69,small,세일가에 잘 샀어요.,price:pos
R00510,P062,C0503,2026-03-31,5,S,161,40,true_to_size,색감이 고급스러워요. 포장이 꼼꼼했어요.,color:pos;delivery:pos
R00511,P028,C0595,2026-07-01,4,S,162,61,small,배송이 일주일 넘게 걸렸어요. 가격 대비 만족해요.,delivery:neg;price:pos
R00512,P052,C0397,2026-05-19,5,S,171,53,true_to_size,두께감이 적당해요.,material:pos
R00513,P027,C0011,2026-04-17,5,S,185,72,small,세일가에 잘 샀어요. 색감이 고급스러워요.,price:pos;color:pos
R00514,P011,C0350,2026-03-19,1,S,165,61,true_to_size,한 치수 크게 사야 해요.,size:neg
R00515,P007,C0383,2026-03-10,5,L,162,53,large,색감이 고급스러워요. 가격 대비 만족해요.,color:pos;price:pos
R00516,P072,C0479,2026-06-03,5,S,171,52,small,원단이 고급스러워요.,material:pos
R00517,P048,C0377,2026-01-17,4,XL,162,40,large,배송이 빨라요. 소재가 부드럽고 촉감이 좋아요.,delivery:pos;material:pos
R00518,P009,C0066,2026-02-27,2,S,148,40,large,한 치수 크게 사야 해요.,size:neg
R00519,P060,C0335,2026-03-12,5,L,161,58,large,가격 대비 만족해요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00520,P038,C0033,2026-05-22,3,L,172,80,true_to_size,정사이즈라 고민 없이 골랐어요. 배송이 일주일 넘게 걸렸어요.,size:pos;delivery:neg
R00521,P017,C0582,2026-03-05,4,L,167,53,large,포장이 꼼꼼했어요. 색상이 사진보다 어두워요.,delivery:pos;color:neg
R00522,P042,C0110,2026-06-17,2,XL,160,57,large,사이즈가 생각보다 작아요. 보풀이 금방 생겨요.,size:neg;material:neg
R00523,P057,C0146,2026-04-25,5,M,175,47,large,가격 대비 만족해요.,price:pos
R00524,P027,C0595,2026-04-17,4,XL,175,61,large,포장이 꼼꼼했어요. 화면과 색이 달라요.,delivery:pos;color:neg
R00525,P040,C0001,2026-04-14,5,S,172,66,small,포장이 꼼꼼했어요.,delivery:pos
R00526,P008,C0192,2026-03-07,4,L,173,56,large,한 치수 크게 사야 해요. 색상이 화면과 똑같아요.,size:neg;color:pos
R00527,P020,C0130,2026-02-19,3,M,176,66,true_to_size,한 치수 크게 사야 해요. 이 가격이면 다른 데가 나아요. 원단이 고급스러워요.,size:neg;price:neg;material:pos
R00528,P040,C0564,2026-05-31,5,XL,161,62,large,포장이 꼼꼼했어요. 가격 대비 만족해요.,delivery:pos;price:pos
R00529,P040,C0022,2026-02-10,5,M,166,60,true_to_size,두께감이 적당해요. 박스가 찌그러져 왔어요. 가격 대비 만족해요.,material:pos;delivery:neg;price:pos
R00530,P037,C0454,2026-05-04,5,L,168,64,true_to_size,색감이 고급스러워요. 소재가 부드럽고 촉감이 좋아요. 한 치수 크게 사야 해요.,color:pos;material:pos;size:neg
R00531,P021,C0490,2026-05-21,3,M,168,79,small,배송이 빨라요. 사이즈가 생각보다 작아요. 가격 대비 만족해요.,delivery:pos;size:neg;price:pos
R00532,P034,C0196,2026-06-20,5,M,164,51,true_to_size,핏이 예쁘게 떨어져요.,size:pos
R00533,P003,C0249,2026-01-31,4,M,172,85,small,색상이 화면과 똑같아요. 세일가에 잘 샀어요.,color:pos;price:pos
R00534,P056,C0537,2026-03-16,3,S,171,65,small,보풀이 금방 생겨요. 색상이 화면과 똑같아요.,material:neg;color:pos
R00535,P027,C0350,2026-04-13,3,L,168,63,true_to_size,화면과 색이 달라요. 가격에 비해 아쉬워요.,color:neg;price:neg
R00536,P071,C0033,2026-02-20,4,M,167,77,small,기장이 너무 길어요. 세일가에 잘 샀어요.,size:neg;price:pos
R00537,P021,C0153,2026-04-24,5,XL,180,46,large,두께감이 적당해요.,material:pos
R00538,P074,C0406,2026-06-06,5,FREE,173,59,true_to_size,핏이 예쁘게 떨어져요.,size:pos
R00539,P021,C0545,2026-05-05,3,XL,165,85,large,색감이 고급스러워요. 사이즈가 생각보다 작아요.,color:pos;size:neg
R00540,P073,C0567,2026-02-10,4,FREE,177,74,small,두께감이 적당해요. 배송이 빨라요. 한 치수 크게 사야 해요.,material:pos;delivery:pos;size:neg
R00541,P030,C0350,2026-01-21,5,S,167,53,true_to_size,세일가에 잘 샀어요. 색감이 고급스러워요.,price:pos;color:pos
R00542,P045,C0249,2026-06-06,4,L,170,80,true_to_size,색감이 고급스러워요. 사이즈가 딱 맞아요.,color:pos;size:pos
R00543,P001,C0346,2026-02-08,4,L,165,43,large,원단이 뻣뻣해요. 세일가에 잘 샀어요.,material:neg;price:pos
R00544,P076,C0499,2026-01-22,3,FREE,165,72,true_to_size,사이즈가 생각보다 작아요. 가격 대비 만족해요. 색상이 사진보다 어두워요.,size:neg;price:pos;color:neg
R00545,P028,C0206,2026-05-17,3,M,180,64,true_to_size,소재가 얇고 비쳐요. 정사이즈라 고민 없이 골랐어요.,material:neg;size:pos
R00546,P038,C0196,2026-02-14,3,M,161,40,large,박스가 찌그러져 왔어요. 두께감이 적당해요.,delivery:neg;material:pos
R00547,P009,C0206,2026-02-19,3,XL,181,65,large,배송이 빨라요. 원단이 뻣뻣해요.,delivery:pos;material:neg
R00548,P073,C0387,2026-04-23,3,FREE,148,63,large,화면과 색이 달라요. 소재가 부드럽고 촉감이 좋아요.,color:neg;material:pos
R00549,P011,C0577,2026-02-13,2,S,183,64,small,박스가 찌그러져 왔어요.,delivery:neg
R00550,P027,C0397,2026-07-08,5,XL,158,42,large,포장이 꼼꼼했어요. 색감이 고급스러워요. 가격 대비 만족해요.,delivery:pos;color:pos;price:pos
R00551,P014,C0186,2026-06-10,3,S,160,56,small,기장이 너무 길어요. 배송이 빨라요. 화면과 색이 달라요.,size:neg;delivery:pos;color:neg
R00552,P067,C0587,2026-02-06,5,S,170,57,true_to_size,두께감이 적당해요.,material:pos
R00553,P001,C0452,2026-01-10,3,L,181,65,true_to_size,세일가에 잘 샀어요. 사이즈가 생각보다 작아요.,price:pos;size:neg
R00554,P080,C0220,2026-01-29,2,FREE,158,61,true_to_size,이 가격이면 다른 데가 나아요.,price:neg
R00555,P019,C0515,2026-03-15,5,M,159,64,true_to_size,색상이 화면과 똑같아요.,color:pos
R00556,P073,C0438,2026-06-28,5,FREE,168,40,large,원단이 고급스러워요.,material:pos
R00557,P073,C0492,2026-03-09,5,FREE,165,55,true_to_size,가격 대비 만족해요. 색감이 고급스러워요.,price:pos;color:pos
R00558,P008,C0496,2026-02-03,4,L,172,65,true_to_size,가격 대비 만족해요. 화면과 색이 달라요.,price:pos;color:neg
R00559,P015,C0595,2026-06-12,5,S,167,63,true_to_size,두께감이 적당해요.,material:pos
R00560,P008,C0114,2026-05-02,2,M,160,47,large,기장이 너무 길어요.,size:neg
R00561,P026,C0148,2026-01-27,3,M,177,79,small,한 치수 크게 사야 해요. 색감이 고급스러워요.,size:neg;color:pos
R00562,P008,C0005,2026-03-03,2,M,158,60,true_to_size,이 가격이면 다른 데가 나아요.,price:neg
R00563,P055,C0096,2026-05-09,4,M,172,79,small,소재가 부드럽고 촉감이 좋아요.,material:pos
R00564,P055,C0127,2026-01-25,5,M,169,43,large,가격 대비 만족해요.,price:pos
R00565,P040,C0435,2026-04-12,2,L,187,78,small,가격에 비해 아쉬워요.,price:neg
R00566,P016,C0283,2026-01-24,4,S,161,64,small,원단이 고급스러워요.,material:pos
R00567,P038,C0109,2026-06-23,3,M,173,74,true_to_size,화면과 색이 달라요. 소재가 부드럽고 촉감이 좋아요.,color:neg;material:pos
R00568,P042,C0240,2026-03-27,4,L,158,62,large,가격 대비 만족해요. 사이즈가 생각보다 작아요.,price:pos;size:neg
R00569,P007,C0383,2026-05-16,2,L,170,66,true_to_size,이 가격이면 다른 데가 나아요.,price:neg
R00570,P001,C0186,2026-02-16,5,S,158,46,true_to_size,세일가에 잘 샀어요.,price:pos
R00571,P056,C0455,2026-06-27,3,S,183,68,small,세일가에 잘 샀어요. 기장이 너무 길어요. 보풀이 금방 생겨요.,price:pos;size:neg;material:neg
R00572,P042,C0109,2026-02-16,2,M,170,67,small,기장이 너무 길어요.,size:neg
R00573,P016,C0209,2026-05-13,3,M,176,56,small,기장이 너무 길어요. 세일가에 잘 샀어요. 색상이 사진보다 어두워요.,size:neg;price:pos;color:neg
R00574,P042,C0333,2026-04-03,3,S,161,66,small,원단이 뻣뻣해요. 색감이 고급스러워요.,material:neg;color:pos
R00575,P008,C0114,2026-01-27,2,M,164,62,true_to_size,화면과 색이 달라요.,color:neg
R00576,P007,C0346,2026-05-21,5,XL,155,56,large,세일가에 잘 샀어요.,price:pos
R00577,P027,C0041,2026-01-27,3,L,163,56,large,기장이 너무 길어요. 가격에 비해 아쉬워요. 배송이 빨라요.,size:neg;price:neg;delivery:pos
R00578,P038,C0572,2026-03-09,2,XL,161,54,large,화면과 색이 달라요.,color:neg
R00579,P055,C0430,2026-04-05,5,M,153,78,true_to_size,가격 대비 만족해요.,price:pos
R00580,P073,C0265,2026-02-10,2,FREE,170,66,small,가격에 비해 아쉬워요.,price:neg
R00581,P043,C0398,2026-07-14,5,L,173,72,true_to_size,원단이 고급스러워요.,material:pos
R00582,P074,C0249,2026-06-15,4,FREE,167,71,true_to_size,원단이 뻣뻣해요. 색감이 고급스러워요.,material:neg;color:pos
R00583,P010,C0066,2026-06-29,3,XL,160,46,large,배송이 빨라요. 가격에 비해 아쉬워요.,delivery:pos;price:neg
R00584,P010,C0275,2026-05-22,5,XL,166,52,large,원단이 고급스러워요.,material:pos
R00585,P040,C0577,2026-04-01,5,XL,170,84,small,배송이 빨라요.,delivery:pos
R00586,P056,C0443,2026-05-13,2,S,159,63,small,사이즈가 생각보다 작아요.,size:neg
R00587,P008,C0057,2026-03-31,5,S,181,72,small,색감이 고급스러워요.,color:pos
R00588,P023,C0212,2026-04-27,3,M,158,55,true_to_size,색상이 사진보다 어두워요.,color:neg
R00589,P011,C0438,2026-06-28,5,L,154,57,large,색감이 고급스러워요.,color:pos
R00590,P048,C0190,2026-05-23,2,L,160,49,large,색상이 사진보다 어두워요.,color:neg
R00591,P017,C0294,2026-04-16,5,L,160,60,true_to_size,색감이 고급스러워요.,color:pos
R00592,P017,C0368,2026-02-18,5,M,167,62,true_to_size,세일가에 잘 샀어요. 색상이 화면과 똑같아요. 정사이즈라 고민 없이 골랐어요.,price:pos;color:pos;size:pos
R00593,P073,C0123,2026-04-10,4,FREE,176,77,small,배송이 빨라요. 가격에 비해 아쉬워요.,delivery:pos;price:neg
R00594,P042,C0463,2026-04-18,4,M,172,68,small,세일가에 잘 샀어요. 배송이 빨라요.,price:pos;delivery:pos
R00595,P055,C0489,2026-07-12,4,M,165,54,true_to_size,색상이 사진보다 어두워요. 포장이 꼼꼼했어요.,color:neg;delivery:pos
R00596,P051,C0455,2026-02-02,2,S,172,74,small,한 치수 크게 사야 해요. 색상이 사진보다 어두워요.,size:neg;color:neg
R00597,P008,C0257,2026-04-17,3,L,162,53,large,색상이 사진보다 어두워요.,color:neg
R00598,P002,C0265,2026-03-30,5,L,183,74,true_to_size,가격 대비 만족해요.,price:pos
R00599,P037,C0441,2026-05-23,3,S,174,75,small,화면과 색이 달라요. 박스가 찌그러져 왔어요.,color:neg;delivery:neg
R00600,P075,C0005,2026-01-26,3,FREE,161,67,small,원단이 뻣뻣해요. 가격 대비 만족해요. 기장이 너무 길어요.,material:neg;price:pos;size:neg
R00601,P056,C0283,2026-04-27,5,M,162,58,true_to_size,포장이 꼼꼼했어요. 원단이 고급스러워요.,delivery:pos;material:pos
R00602,P008,C0265,2026-01-14,4,S,175,77,small,소재가 부드럽고 촉감이 좋아요. 박스가 찌그러져 왔어요.,material:pos;delivery:neg
R00603,P059,C0477,2026-06-25,5,M,166,55,true_to_size,원단이 고급스러워요.,material:pos
R00604,P061,C0186,2026-07-02,5,M,165,51,true_to_size,색감이 고급스러워요.,color:pos
R00605,P029,C0325,2026-07-16,5,M,159,52,true_to_size,색감이 고급스러워요. 가격 대비 만족해요.,color:pos;price:pos
R00606,P037,C0275,2026-06-29,5,M,159,68,true_to_size,세일가에 잘 샀어요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00607,P040,C0588,2026-04-02,5,XL,153,59,large,색상이 화면과 똑같아요.,color:pos
R00608,P048,C0214,2026-05-14,5,S,167,52,true_to_size,기장이 너무 길어요. 색감이 고급스러워요. 배송이 빨라요.,size:neg;color:pos;delivery:pos
R00609,P008,C0013,2026-05-12,5,M,158,53,true_to_size,배송이 빨라요. 원단이 고급스러워요. 세일가에 잘 샀어요.,delivery:pos;material:pos;price:pos
R00610,P075,C0110,2026-05-04,4,FREE,166,50,large,배송이 빨라요. 색상이 화면과 똑같아요.,delivery:pos;color:pos
R00611,P001,C0099,2026-05-05,4,L,163,48,large,색감이 고급스러워요. 박스가 찌그러져 왔어요.,color:pos;delivery:neg
R00612,P051,C0283,2026-04-01,4,XL,164,57,large,색상이 화면과 똑같아요.,color:pos
R00613,P010,C0057,2026-01-18,5,L,170,81,true_to_size,포장이 꼼꼼했어요. 원단이 고급스러워요.,delivery:pos;material:pos
R00614,P016,C0587,2026-04-23,5,L,171,40,large,두께감이 적당해요. 기장이 너무 길어요.,material:pos;size:neg
R00615,P042,C0570,2026-06-04,4,L,170,52,true_to_size,이 가격이면 다른 데가 나아요. 포장이 꼼꼼했어요.,price:neg;delivery:pos
R00616,P019,C0386,2026-05-14,5,M,159,55,true_to_size,사이즈가 딱 맞아요.,size:pos
R00617,P027,C0499,2026-04-15,5,S,159,75,small,색상이 화면과 똑같아요. 가격 대비 만족해요.,color:pos;price:pos
R00618,P017,C0346,2026-06-22,3,S,160,70,small,이 가격이면 다른 데가 나아요. 색감이 고급스러워요.,price:neg;color:pos
R00619,P057,C0451,2026-04-28,4,L,172,68,true_to_size,배송이 빨라요. 보풀이 금방 생겨요.,delivery:pos;material:neg
R00620,P015,C0489,2026-02-09,5,S,162,49,true_to_size,가격 대비 만족해요. 색상이 화면과 똑같아요.,price:pos;color:pos
R00621,P037,C0092,2026-04-18,4,L,159,46,large,사이즈가 생각보다 작아요. 세일가에 잘 샀어요. 소재가 부드럽고 촉감이 좋아요.,size:neg;price:pos;material:pos
R00622,P021,C0153,2026-05-06,5,L,175,66,true_to_size,핏이 예쁘게 떨어져요. 배송이 빨라요. 가격 대비 만족해요.,size:pos;delivery:pos;price:pos
R00623,P060,C0171,2026-04-20,4,L,174,62,true_to_size,배송이 빨라요. 사이즈가 생각보다 작아요.,delivery:pos;size:neg
R00624,P059,C0477,2026-06-14,2,S,165,45,small,사이즈가 생각보다 작아요.,size:neg
R00625,P074,C0435,2026-01-08,5,FREE,177,63,true_to_size,배송이 빨라요.,delivery:pos
R00626,P027,C0572,2026-04-18,5,M,161,53,large,원단이 고급스러워요.,material:pos
R00627,P008,C0001,2026-03-06,4,S,185,73,small,원단이 고급스러워요.,material:pos
R00628,P020,C0127,2026-04-10,2,M,148,51,large,한 치수 크게 사야 해요. 색상이 사진보다 어두워요. 소재가 얇고 비쳐요.,size:neg;color:neg;material:neg
R00629,P057,C0077,2026-07-09,4,L,168,55,large,포장이 꼼꼼했어요. 사이즈가 생각보다 작아요.,delivery:pos;size:neg
R00630,P001,C0400,2026-03-08,5,M,171,65,true_to_size,원단이 고급스러워요.,material:pos
R00631,P016,C0097,2026-06-23,5,L,161,54,true_to_size,색감이 고급스러워요.,color:pos
R00632,P052,C0146,2026-04-03,4,S,162,54,true_to_size,세일가에 잘 샀어요. 한 치수 크게 사야 해요.,price:pos;size:neg
R00633,P008,C0113,2026-03-18,3,M,154,54,true_to_size,배송이 일주일 넘게 걸렸어요. 색감이 고급스러워요.,delivery:neg;color:pos
R00634,P010,C0564,2026-02-19,5,M,153,61,true_to_size,핏이 예쁘게 떨어져요. 세일가에 잘 샀어요.,size:pos;price:pos
R00635,P008,C0587,2026-02-24,3,S,161,60,small,포장이 꼼꼼했어요. 사이즈가 생각보다 작아요.,delivery:pos;size:neg
R00636,P059,C0275,2026-07-06,5,S,163,51,true_to_size,원단이 고급스러워요. 핏이 예쁘게 떨어져요.,material:pos;size:pos
R00637,P030,C0437,2026-05-17,5,S,165,48,large,색감이 고급스러워요.,color:pos
R00638,P012,C0279,2026-04-29,3,M,163,48,true_to_size,배송이 빨라요. 이 가격이면 다른 데가 나아요.,delivery:pos;price:neg
R00639,P055,C0188,2026-05-31,2,M,184,80,small,한 치수 크게 사야 해요.,size:neg
R00640,P040,C0011,2026-07-10,1,L,171,67,true_to_size,보풀이 금방 생겨요.,material:neg
R00641,P017,C0066,2026-05-04,4,L,171,59,true_to_size,가격에 비해 아쉬워요. 색감이 고급스러워요.,price:neg;color:pos
R00642,P069,C0479,2026-06-30,3,M,154,54,large,색감이 고급스러워요. 사이즈가 생각보다 작아요.,color:pos;size:neg
R00643,P019,C0250,2026-04-26,4,L,159,55,large,사이즈가 생각보다 작아요. 세일가에 잘 샀어요.,size:neg;price:pos
R00644,P055,C0274,2026-02-09,2,S,179,69,small,보풀이 금방 생겨요.,material:neg
R00645,P040,C0496,2026-04-06,4,L,169,53,large,세일가에 잘 샀어요. 배송이 빨라요. 사이즈가 생각보다 작아요.,price:pos;delivery:pos;size:neg
R00646,P064,C0353,2026-05-03,5,L,156,55,large,색감이 고급스러워요. 두께감이 적당해요.,color:pos;material:pos
R00647,P017,C0482,2026-03-12,4,S,171,46,small,포장이 꼼꼼했어요. 세일가에 잘 샀어요. 화면과 색이 달라요.,delivery:pos;price:pos;color:neg
R00648,P050,C0383,2026-04-09,4,M,161,59,true_to_size,사이즈가 딱 맞아요. 가격에 비해 아쉬워요.,size:pos;price:neg
R00649,P008,C0451,2026-01-17,2,S,177,67,small,색상이 사진보다 어두워요.,color:neg
R00650,P043,C0335,2026-03-28,5,S,164,69,small,배송이 빨라요.,delivery:pos
R00651,P023,C0417,2026-06-26,5,L,176,78,large,소재가 부드럽고 촉감이 좋아요.,material:pos
R00652,P048,C0325,2026-05-02,3,S,156,49,true_to_size,핏이 예쁘게 떨어져요. 색상이 사진보다 어두워요.,size:pos;color:neg
R00653,P035,C0463,2026-06-07,3,S,170,48,true_to_size,세일가에 잘 샀어요. 기장이 너무 길어요.,price:pos;size:neg
R00654,P078,C0520,2026-01-30,4,FREE,173,66,small,가격 대비 만족해요. 박스가 찌그러져 왔어요.,price:pos;delivery:neg
R00655,P011,C0489,2026-05-24,1,M,166,61,large,한 치수 크게 사야 해요.,size:neg
R00656,P043,C0424,2026-01-17,5,L,165,63,large,가격 대비 만족해요.,price:pos
R00657,P064,C0333,2026-03-30,4,M,168,49,true_to_size,원단이 고급스러워요. 색상이 화면과 똑같아요.,material:pos;color:pos
R00658,P008,C0579,2026-07-09,5,L,157,47,large,포장이 꼼꼼했어요. 가격 대비 만족해요.,delivery:pos;price:pos
R00659,P008,C0124,2026-03-25,5,S,181,81,small,가격 대비 만족해요.,price:pos
R00660,P064,C0277,2026-06-18,2,L,167,69,large,보풀이 금방 생겨요.,material:neg
R00661,P059,C0208,2026-03-06,4,S,161,52,small,세일가에 잘 샀어요.,price:pos
R00662,P059,C0164,2026-04-01,3,L,174,56,true_to_size,화면과 색이 달라요. 포장이 꼼꼼했어요. 보풀이 금방 생겨요.,color:neg;delivery:pos;material:neg
